Price,Close,High,Low,Open,Volume
Ticker,MBG.DE,MBG.DE,MBG.DE,MBG.DE,MBG.DE
Date,,,,,
1997-01-16,13.99128246307373,14.204178459949583,13.808774767456901,14.125108853096688,3065834
1997-01-17,14.246770858764648,14.41100845171903,14.009533687143502,14.027785218816742,2933582
1997-01-20,13.857428550720215,14.392752443530041,13.83311137168081,14.356250482874309,2759852
1997-01-21,13.78445053100586,13.924364342865982,13.656693125734535,13.851362605767706,1222726
1997-01-22,13.930437088012695,14.131197361018446,13.839205634190689,13.918275222356534,2346866
1997-01-23,14.10685920715332,14.246773087365348,13.857435028433631,13.887869167598344,2158708
1997-01-24,13.820954322814941,14.027782419525975,13.820954322814941,14.027782419525975,1696428
1997-01-27,13.778362274169922,13.91827612246655,13.662786346147723,13.827021744654475,845809
1997-01-28,14.125104904174805,14.161606869628526,13.80877090697176,13.869615155423816,2110616
1997-01-29,13.966938018798828,14.088602502510913,13.875682562321217,14.027782265367028,1556962
1997-01-30,13.98519229888916,14.070355933020968,13.936531730450628,14.027786120670521,975055
1997-01-31,14.19810962677002,14.265021715468261,13.954777364231186,14.02778348188446,1793813
1997-02-03,14.532669067382812,14.53266906738281,14.2954330150301,14.2954330150301,2402171
1997-02-04,14.721250534057617,14.87941703750582,14.587428504057923,14.587428504057923,2434633
1997-02-05,14.794257164001465,14.82466729424086,14.623927694524212,14.769914872417406,1703040
1997-02-06,14.794257164001465,14.794257164001463,14.794257164001463,14.794257164001463,0
1997-02-07,14.721250534057617,14.794256670956864,14.696931161379686,14.703002273846359,509770
1997-02-10,14.915914535522461,14.970670213092184,14.61783424369915,14.70908861340691,1505264
1997-02-11,15.013236045837402,15.055832035648434,14.915912759747677,14.964576585467327,1308089
1997-02-12,15.013236045837402,15.013236045837402,15.013236045837402,15.013236045837402,0
1997-02-13,15.195752143859863,15.213978574596286,15.074084361652202,15.171406582703757,2148488
1997-02-14,15.013236045837402,15.299159894945834,14.988916683357605,15.207904444764727,2052305
1997-02-17,14.970667839050293,15.025397315840474,14.830751842692202,15.01323545240651,1224530
1997-02-18,14.994991302490234,15.134905164630396,14.964581176686549,15.025402519631648,1015933
1997-02-19,14.885505676269531,14.885505676269531,14.885505676269531,14.885505676269531,2167124
1997-02-20,15.001081466674805,15.001081466674806,14.800345192773014,14.903759252982326,2208001
1997-02-21,15.001081466674805,15.001081466674806,15.001081466674806,15.001081466674806,0
1997-02-24,14.660426139831543,14.794253598729407,14.569173944346495,14.782093914915563,1078452
1997-02-25,14.861166000366211,14.946327442339918,14.769911620307319,14.806413590598405,1506466
1997-02-26,14.751657485961914,14.88550567924082,14.648245607461766,14.842914046092607,1573193
1997-02-27,14.897668838500977,15.007174755753354,14.769912480708724,14.769912480708724,1414491
1997-02-28,14.891571044921875,15.007168763116379,14.867252776419964,14.867252776419964,1195074
1997-03-03,15.037585258483887,15.074085049142,14.861167239071234,14.891577365149523,973252
1997-03-04,15.682385444641113,15.755389374454419,15.20790573702906,15.20790573702906,3679602
1997-03-05,15.779733657836914,15.913560034664334,15.62763610523238,15.731050174367713,4286156
1997-03-06,15.870964050292969,16.132547875283755,15.828394240573724,15.901374175343006,2330034
1997-03-07,16.096040725708008,16.102134754298888,15.670227025945351,15.828391295571118,2625796
1997-03-10,16.059545516967773,16.169049261403952,15.877059647879912,16.14470697157,1420503
1997-03-11,15.986560821533203,16.266368839232708,15.986560821533203,16.12038498925575,1362793
1997-03-12,15.572906494140625,16.077797578062,15.524221912875195,15.986566099571416,1914042
1997-03-13,15.566816329956055,15.609385049589175,15.378236443619487,15.45731041043837,1635111
1997-03-14,16.023040771484375,16.077796461378483,15.4025792355474,15.4025792355474,2347467
1997-03-17,15.627634048461914,16.04738211680237,15.615472182731278,16.010880149547113,1246171
1997-03-18,15.353896141052246,15.767550242223761,15.317391985672819,15.633726045708261,2370310
1997-03-19,15.4147367477417,15.499899266495998,15.329570954975017,15.390391191665952,1279234
1997-03-20,15.147068977355957,15.40258063851935,15.013242579880135,15.39039694255422,2714766
1997-03-21,15.390390396118164,15.548560108812282,15.232226140111072,15.26872591960114,1891199
1997-03-24,15.493810653686523,15.658066786279093,15.420804532817257,15.420804532817257,925160
1997-03-25,15.816210746765137,15.846644875330034,15.585061101175448,15.603311538009486,1247373
1997-03-26,16.5218563079834,16.54619749588907,15.682383260329983,15.755387179974981,2785100
1997-03-27,16.175138473510742,16.813850284106984,16.175138473510742,16.789529828273746,932374
1997-03-28,16.175138473510742,16.175138473510742,16.175138473510742,16.175138473510742,0
1997-03-31,16.175138473510742,16.175138473510742,16.175138473510742,16.175138473510742,0
1997-04-01,15.38432788848877,15.731049126772803,15.147065631572277,15.731049126772803,2940195
1997-04-02,15.08014965057373,15.603311749279095,15.031490185278198,15.451236050757064,2380530
1997-04-03,14.836824417114258,15.232230252874848,14.751658605754784,15.147066624190773,3264813
1997-04-04,15.067994117736816,15.140995875590976,14.842914458833539,14.934169930164181,2372715
1997-04-07,15.810140609741211,15.810140609741211,15.293071459178584,15.305231141393996,2287954
1997-04-08,15.585060119628906,16.00480813566366,15.512056194215566,15.864894312993583,1654949
1997-04-09,15.670228004455566,15.919623739168022,15.633723854193242,15.779731724542003,1651943
1997-04-10,16.004810333251953,16.04738232053745,15.603312697772994,15.75539058821454,2325224
1997-04-11,16.485382080078125,16.765193433478156,16.181209885974194,16.181209885974194,4835001
1997-04-14,16.534040451049805,16.570544599366205,16.169044804061134,16.27246103768876,3009928
1997-04-15,16.94770050048828,16.94770050048828,16.576611879778365,16.82603600044569,2889699
1997-04-16,16.94770050048828,16.94770050048828,16.94770050048828,16.94770050048828,0
1997-04-17,16.102134704589844,16.424534353349504,15.956126843809125,16.424534353349504,4526013
1997-04-18,15.864899635314941,16.18121079674098,15.84055516330668,16.15079957797637,1921256
1997-04-21,15.445149421691895,15.755391612372229,15.147065823674241,15.755391612372229,3018945
1997-04-22,15.560723304748535,15.74323315679497,15.390393872223674,15.439055526739168,2455072
1997-04-23,15.536406517028809,15.895311515875454,15.487745945768772,15.895311515875454,991887
1997-04-24,15.560723304748535,15.688477472836913,15.481649343915716,15.572903724270109,1793813
1997-04-25,15.390390396118164,15.536400427452486,15.390390396118166,15.572900206942556,428615
1997-04-28,15.51205825805664,15.585062193182974,15.414738230626812,15.512058258056639,884282
1997-04-29,15.560723304748535,15.694571502279478,15.457309240287938,15.633725062891807,1416896
1997-04-30,15.603311538696289,15.75538941784088,15.542467290988581,15.75538941784088,1567783
1997-05-01,15.603311538696289,15.603311538696289,15.603311538696289,15.603311538696289,0
1997-05-02,16.351531982421875,16.37587645024454,16.029132302914622,15.676320318533817,1224530
1997-05-05,16.692188262939453,16.765192203378472,16.473197177037644,16.54620220881431,2768268
1997-05-06,16.266368865966797,16.81993998394792,16.144702197623726,16.740868217702282,2636617
1997-05-07,16.181209564208984,16.38803770311751,15.998723712778983,16.284623633663248,1501657
1997-05-08,16.181209564208984,16.181209564208984,16.181209564208984,16.181209564208984,0
1997-05-09,16.357624053955078,16.48537820068937,16.023036356183525,16.120384749708712,2999708
1997-05-12,16.485382080078125,16.63136814491459,16.24205414683451,16.400221723360648,1665168
1997-05-13,16.181209564208984,16.710437413498266,16.17514172657704,16.57661321893353,1973555
1997-05-14,16.363710403442383,16.442782157644846,16.242048118979262,16.248113771805297,1431925
1997-05-15,16.308963775634766,16.394127404866023,16.20555188862023,16.302874111234868,994893
1997-05-16,16.19336700439453,16.44888079140203,16.181208411904706,16.33328303605692,1687411
1997-05-19,16.19336700439453,16.19336700439453,16.19336700439453,16.19336700439453,0
1997-05-20,16.035221099853516,16.18120824118842,15.913558782605014,16.18120824118842,1357383
1997-05-21,16.023040771484375,16.35762856145477,15.79798509671981,16.083885034792853,3660365
1997-05-22,16.016971588134766,16.144702823844664,15.816211319009236,15.98656146789437,2075149
1997-05-23,16.169044494628906,16.248116260944816,16.15079514916372,16.047381100190176,413587
1997-05-26,16.315032958984375,16.363715348879524,16.0169733680181,16.181208770979918,1818460
1997-05-27,16.558364868164062,16.63136881690929,16.302875056986693,16.32721843727059,2664270
1997-05-28,16.29071044921875,16.61920415389741,16.24205207161601,16.70436995642203,899311
1997-05-29,16.302875518798828,16.42453894811398,16.187299571733742,16.187299571733742,66726
1997-05-30,16.077795028686523,16.424537016494334,16.010881842006153,16.302873601487494,72137
1997-06-02,16.235958099365234,16.363712243112673,15.998719892002901,15.998719892002901,1216715
1997-06-03,16.357624053955078,16.363712625691683,16.217704768459722,16.23595847895739,876467
1997-06-04,16.302875518798828,16.534044874333798,16.27246539099349,16.400222850585514,1120532
1997-06-05,16.43062973022461,16.527951942002293,16.388035915637094,16.248117706596723,321010
1997-06-06,16.631364822387695,16.704368753598835,16.448879003785002,16.60095470274769,1926065
1997-06-09,16.351531982421875,16.734780281103408,16.339372298892933,16.692187557286534,1608661
1997-06-10,16.42453384399414,16.497539954795432,16.40021775402219,16.467129836440403,400361
1997-06-11,16.41238021850586,16.50361169857469,16.38197008892887,16.44888437871475,947402
1997-06-12,16.692188262939453,16.692188262939453,16.473197177037644,16.485380870508827,1595436
1997-06-13,16.71653175354004,16.83819626566983,16.564453841722116,16.78953351656354,1762554
1997-06-16,16.753034591674805,16.886858795635632,16.68612248969439,16.789534383734026,1662764
1997-06-17,16.667863845825195,16.88685380272991,16.594859917940575,16.78952941960403,1819061
1997-06-18,16.534040451049805,16.704368769988662,16.527950787753277,16.63136483870589,1213108
1997-06-19,16.576610565185547,16.65570743526586,16.515789233363783,16.588793166020384,938986
1997-06-20,16.613115310668945,16.722621213585562,16.527951692207886,16.570545506151664,1270818
1997-06-23,16.54620361328125,16.637458000907017,16.485382269813158,16.631368336329817,920952
1997-06-24,16.42453384399414,16.667863901020127,16.290708587820248,16.40021775402219,2148488
1997-06-25,17.166690826416016,17.18494126687761,16.497543659856014,16.59486369981072,3831691
1997-06-26,17.306604385375977,17.53168293295797,17.191004455426924,17.324854823219148,3767970
1997-06-27,17.19710350036621,17.355267823561057,17.045027751136903,17.324859876545123,1006315
1997-06-30,17.10584259033203,17.306603949576832,17.06936245097774,17.26400795474818,987078
1997-07-01,17.410017013549805,17.416082667153823,17.172777711092817,17.203188920759885,1342955
1997-07-02,17.726327896118164,17.79323779922949,17.361332246537724,17.446516596355938,2670281
1997-07-03,17.744579315185547,17.84799665932786,17.64116524505637,17.787175317372274,1922458
1997-07-04,17.64116668701172,17.762832298959527,17.562097080732354,17.762832298959527,834387
1997-07-07,17.762828826904297,17.79323894875471,17.744577297106115,17.641163238738155,141869
1997-07-08,17.750669479370117,17.98181693883658,17.70200674144692,17.76282697881987,1838298
1997-07-09,17.616844177246094,17.920995546024745,17.543840253030897,17.823670076453315,1714462
1997-07-10,17.610755920410156,17.68375986854948,17.580345793718642,17.580345793718642,1278032
1997-07-11,17.683757781982422,17.793239681842536,17.604664178472998,17.695919648548486,1383833
1997-07-14,18.11566734313965,18.188647271615267,17.762829163997484,17.78717363200361,2654651
1997-07-15,18.29205894470215,18.34074460034775,17.945312657336807,18.103482378796283,2849422
1997-07-16,18.65098762512207,18.71789970702571,18.279900151059987,18.34681005028872,2272324
1997-07-17,18.45631980895996,18.88213792032461,18.322353751134198,18.760471237441386,2296370
1997-07-18,18.249494552612305,18.529300465480063,18.23124411077849,18.474574240747756,1219120
1997-07-21,18.139982223510742,18.346810317899813,17.866240954904566,18.24948920779291,1261200
1997-07-22,17.896657943725586,18.35897699132501,17.702011307179095,18.310314240850634,2891502
1997-07-23,18.194738388061523,18.614486509418548,18.07307606188625,18.188648723726594,3146387
1997-07-24,17.884498596191406,18.565806623392113,17.884498596191406,18.188651178668305,2713564
1997-07-25,18.401569366455078,18.419818716034467,17.884496822341614,18.066984861446826,1657955
1997-07-28,18.88822364807129,18.894293667333017,18.44413658622626,18.553641392540843,2059519
1997-07-29,19.088964462280273,19.125463154518087,18.918635049162088,18.85779079938208,931773
1997-07-30,19.46611785888672,19.47827535772133,19.161966485887593,19.198467357164287,2287954
1997-07-31,18.59624481201172,19.113288023556485,18.523240846811145,19.557381836801447,5354990
1997-08-01,18.018320083618164,18.736150714505893,17.82367455228348,18.61448620762774,6248290
1997-08-04,17.829744338989258,18.22514797880885,17.81149389926012,18.06698368540309,2119633
1997-08-05,18.07916259765625,18.31031116930334,17.945314409867464,17.945314409867464,1953718
1997-08-06,18.066984176635742,18.176490092000957,17.969658681252298,18.164328224759952,937784
1997-08-07,18.091323852539062,18.31031275998938,18.006162409089768,18.23124207205551,1767363
1997-08-08,17.817584991455078,18.0913230230581,17.774988992956118,17.884494900705963,1698832
1997-08-11,17.884498596191406,18.030505412023068,17.604667568855326,17.665512927545354,911334
1997-08-12,18.188644409179688,18.20082810031022,17.920996085784775,17.969654456686413,981067
1997-08-13,17.75676155090332,18.17648667436143,17.64725565612798,18.17648667436143,1713260
1997-08-14,17.410017013549805,17.86624081676633,17.397833322143676,17.847992563093644,1240761
1997-08-15,16.649614334106445,17.519499825742987,16.649614334106445,17.519499825742987,2660663
1997-08-18,16.6374568939209,16.66177844512836,15.99872315056191,16.18120899557911,2581312
1997-08-19,17.446514129638672,17.482995354968462,16.795597964912293,16.850350360353104,1951313
1997-08-20,17.422176361083984,17.750670042225014,17.40392374126849,17.653345654630037,408777
1997-08-21,17.63509750366211,17.781081357567565,17.63509750366211,17.72026002657161,957021
1997-08-22,16.92335319519043,17.239689354702488,16.911195696192756,17.093681502287712,2434633
1997-08-25,16.953763961791992,16.953763961791992,16.911196343609024,16.911196343609024,8416
1997-08-26,16.42453384399414,16.692185447679385,16.181205969643074,16.655706401702883,5825085
1997-08-27,16.558364868164062,16.759122998869017,16.132548879981037,16.302875056986693,5838310
1997-08-28,16.18729591369629,16.826035048449647,16.041291319077676,16.71652914697619,5328540
1997-08-29,16.059545516967773,16.27853117908395,16.059545516967773,16.18121112994955,1074845
1997-09-01,16.6009578704834,16.66786778582147,16.242054001333656,16.242054001333656,3553963
1997-09-02,16.862506866455078,16.905102852516812,16.631361626828237,16.64352130699784,4245278
1997-09-03,16.838197708129883,17.45868109818993,16.807787579849805,17.38567714623703,6720789
1997-09-04,16.91120147705078,16.935518666033484,16.619207499155817,16.76519466606305,2895109
1997-09-05,16.87469482421875,17.087590789172626,16.81994241460959,16.911198977079362,2566884
1997-09-08,17.142345428466797,17.166688804475143,16.801689860273246,16.826035418956746,3893008
1997-09-09,17.01461410522461,17.130184578885835,16.935516135574396,17.069364332071544,3521501
1997-09-10,16.582706451416016,17.27617186105356,16.582706451416016,17.0328646797625,15898489
1997-09-11,16.175138473510742,16.704368399039243,16.175138473510742,16.424534189390435,5411498
1997-09-12,15.487746238708496,16.327219685146073,15.475562542919894,16.12039042662225,7912257
1997-09-15,15.645889282226562,15.846652920020277,15.451243685503897,15.79189939904709,7046609
1997-09-16,15.895307540893555,15.925717661981757,15.572902416467974,15.633723749981936,7317124
1997-09-17,16.19336700439453,16.363714985754328,15.889214482077223,16.023038667112,7413307
1997-09-18,16.1629581451416,16.37587813259602,15.998723824321365,16.242053937098273,4132263
1997-09-19,16.375877380371094,16.491451130015633,16.096043125346547,16.20555122027088,5713272
1997-09-22,16.978111267089844,17.0267696447289,16.436697599007633,16.448880200487576,5266021
1997-09-23,16.880767822265625,17.154532083584844,16.86860813687496,17.05718257216697,3582818
1997-09-24,17.543842315673828,17.616846248472154,16.81994066996487,16.880764184579768,7783612
1997-09-25,17.525590896606445,17.702007792272006,17.446516943965314,17.48299817517995,6538042
1997-09-26,17.470840454101562,17.47693011824646,17.245760792350314,17.3187647338035,3853333
1997-09-29,17.37351417541504,17.507338350219243,17.22750849096212,17.337014391308124,1339348
1997-09-30,17.57425308227539,17.847994376579148,17.45258858717083,17.45258858717083,5187872
1997-10-01,17.87234115600586,17.8784089944274,17.397839465455014,17.397839465455014,3414497
1997-10-02,17.63509750366211,18.006159897804356,17.537748014733126,17.908835509638198,4070947
1997-10-03,17.63509750366211,17.63509750366211,17.63509750366211,17.63509750366211,0
1997-10-06,17.53168487548828,17.683758414534854,17.483000302003088,17.64725862614184,3580413
1997-10-07,17.209257125854492,17.519502604724018,17.032865306154893,17.519502604724018,4209210
1997-10-08,16.631364822387695,17.43433385475976,16.55836089117655,17.36133210622363,6623404
1997-10-09,16.5218563079834,16.953761788756943,16.278524096552083,16.570541957806746,6447870
1997-10-10,16.43062973022461,16.728687120617042,16.424535701152468,16.6557082850004,4290965
1997-10-13,16.649614334106445,16.886854740487983,16.546200282224724,16.570544748241943,2892704
1997-10-14,16.339372634887695,16.78953194236324,16.31503253191491,16.78953194236324,3409688
1997-10-15,16.296781539916992,16.52795194107681,16.175139961411944,16.254211734758716,5278044
1997-10-16,16.46712875366211,16.485377006150152,16.181204905665393,16.339369159498,4260908
1997-10-17,16.12645149230957,16.418445399741238,15.950059696706882,16.363713730664088,5174647
1997-10-20,16.077795028686523,16.217707792243736,15.816213393434113,16.150797879576384,3763161
1997-10-21,16.41238021850586,16.473200477659837,16.08998046077231,16.205554231894965,3483028
1997-10-22,16.132543563842773,16.637452999141978,16.132543563842773,16.36371174531505,5954932
1997-10-23,15.274820327758789,16.12038420437685,15.14706291133396,16.12038420437685,9546166
1997-10-24,15.615472793579102,15.9683109701274,15.390393144428215,15.42689729578656,5142185
1997-10-27,14.934167861938477,15.4512359279099,14.879412185780357,15.23831707388935,6212222
1997-10-28,13.869616508483887,14.100763996786297,13.09705643226056,13.869616508483887,14952855
1997-10-29,14.368436813354492,14.745593309279798,14.137267473643996,14.173767263876444,7128365
1997-10-30,13.851365089416504,14.088603316127028,13.395115064116759,13.942619459826583,9498075
1997-10-31,14.088604927062988,14.417098653082139,13.747952608209996,13.93043845180799,7919471
1997-11-03,14.563079833984375,14.660426058223582,14.295433648379511,14.295433648379511,5134972
1997-11-04,14.271087646484375,14.812503496291967,14.25283939072976,14.660425603856954,4741823
1997-11-05,14.29543399810791,14.648245997422388,14.26502278328473,14.435347849582506,3795623
1997-11-06,14.076445579528809,14.350185789294779,13.966939673584037,14.258931413342934,2581312
1997-11-07,13.626285552978516,13.869615627557279,13.443797546247916,13.869615627557279,6479130
1997-11-10,13.346450805664062,13.699286766495645,13.291700586110455,13.626285018640838,4674495
1997-11-11,13.541121482849121,13.5958771682281,13.230881464091844,13.261291588523017,7012945
1997-11-12,13.504621505737305,13.553285351377186,13.224791570088355,13.29779552358198,5635123
1997-11-13,13.88786506652832,13.960847173656855,13.38295556766132,13.38295556766132,5397070
1997-11-14,13.577619552612305,14.283268357741681,13.565436955558434,13.991274544488489,6777297
1997-11-17,14.28934097290039,14.319775103304156,13.954777257944691,13.9669391236606,5881592
1997-11-18,14.31977367401123,14.477917200685335,14.192016255855544,14.271085836517704,4165927
1997-11-19,14.411005020141602,14.514419064508576,13.991277732501441,14.112942212858124,3575604
1997-11-20,14.465758323669434,14.636086668108334,14.392756564132508,14.538764448557048,4240469
1997-11-21,14.550923347473145,14.782093754632628,14.5022616946553,14.660425980867856,4938999
1997-11-24,14.064261436462402,14.599583246679666,13.997349347780737,14.599583246679666,2908334
1997-11-25,14.338000297546387,14.374504449847173,13.991280150628272,13.991280150628272,871658
1997-11-26,15.08624267578125,15.098402357443224,14.538761248548465,14.538761248548465,1917649
1997-11-27,15.20181655883789,15.396487177167742,15.18965905797907,15.207907313980893,896906
1997-11-28,15.268729209899902,15.274823239279277,14.994990081103554,15.250479861890971,964234
1997-12-01,15.877057075500488,15.913559045290421,15.390393611084129,15.390393611084129,1763756
1997-12-02,15.670228004455566,15.974376144880024,15.633723854193242,15.913558084973339,1209501
1997-12-03,15.50599193572998,15.700637438890409,15.505991935729982,15.651975790265922,902918
1997-12-04,15.572906494140625,15.755394551892229,15.426900769209514,15.58506618040961,1235952
1997-12-05,15.572906494140625,15.633727843580296,15.35998648058121,15.481652097555298,923357
1997-12-08,15.572906494140625,15.682390598088826,15.499904723012914,15.572906494140625,759846
1997-12-09,15.426896095275879,15.633723106983654,15.311323452505821,15.566813203978628,434025
1997-12-10,15.232224464416504,15.542464370922117,15.232224464416504,15.451232939300471,367900
1997-12-11,14.94632625579834,15.049740311714347,14.751656735730277,14.855070791646284,978662
1997-12-12,14.849005699157715,15.037585590489748,14.78816143622755,14.915917800046905,617976
1997-12-15,15.025398254394531,15.098402179678972,14.903756694372268,14.96457692871469,694922
1997-12-16,15.3052339553833,15.32957405970139,14.964580537360568,15.171406489472249,989483
1997-12-17,15.268729209899902,15.560723143393382,15.207907871908883,15.268729209899904,1074845
1997-12-18,15.1227445602417,15.378232108319153,15.031489107367388,15.207904893592666,801926
1997-12-19,14.094698905944824,14.806415957791705,14.03994648742341,14.769913981664821,1685607
1997-12-22,14.471850395202637,14.47792041542699,13.78445498193194,14.23461322576536,946200
1997-12-23,14.818591117858887,14.818591117858887,14.514419004843168,14.514419004843168,703338
1997-12-24,14.818591117858887,14.818591117858887,14.818591117858887,14.818591117858887,0
1997-12-25,14.818591117858887,14.818591117858887,14.818591117858887,14.818591117858887,0
1997-12-26,14.818591117858887,14.818591117858887,14.818591117858887,14.818591117858887,0
1997-12-29,15.098406791687012,15.20181868305636,14.59958577135225,14.660427851028064,928166
1997-12-30,15.329571723937988,15.505991890014808,15.220068008964851,15.220068008964851,680495
1997-12-31,15.329571723937988,15.329571723937987,15.329571723937987,15.329571723937987,0
1998-01-01,15.329571723937988,15.329571723937987,15.329571723937987,15.329571723937987,0
1998-01-02,16.029130935668945,16.029130935668945,15.585061339131169,15.585061339131169,1213108
1998-01-05,16.388038635253906,16.400222330069756,15.937880359660376,15.937880359660376,1813050
1998-01-06,16.205549240112305,16.485379095593753,16.047381692220544,16.42453484574858,1173433
1998-01-07,16.181209564208984,16.363716151055357,16.029133837889454,16.169047696840206,1278032
1998-01-08,15.645889282226562,16.302879149678727,15.633730685085538,16.302879149678727,1187860
1998-01-09,15.232224464416504,15.67022395278789,15.147060868095785,15.524213937516107,1488432
1998-01-12,14.842912673950195,14.952416388901092,14.4535987507683,14.526602682518918,1150589
1998-01-13,14.7577486038208,15.122746451542517,14.751656757547869,15.0740826183006,1202288
1998-01-14,14.782097816467285,14.97674338988589,14.745595837301396,14.96458370286265,762250
1998-01-15,14.7577486038208,14.885504944217557,14.563079083464824,14.672587168481838,619178
1998-01-16,15.268729209899902,15.268729209899904,15.055835428522643,15.122747521880118,1210704
1998-01-19,15.207907676696777,15.560722943652461,15.128815164959285,15.51205910759094,1347764
1998-01-20,15.098406791687012,15.329575045660293,15.037585447428489,15.189661180498716,1048395
1998-01-21,14.855073928833008,15.256571645523863,14.842916425839121,15.195753573096274,985876
1998-01-22,14.684747695922852,14.745594142915472,14.36843762566779,14.660428324670857,1591829
1998-01-23,14.550923347473145,14.757749286503547,14.477919409201442,14.660425980867856,825971
1998-01-26,14.605677604675293,14.660427836966749,14.258933409081086,14.538765504486854,1088070
